Código TACO,Descrição,Grupo,Fonte CMV,Fonte AG,Fonte AA,Umidade (%),Energia (kcal),Energia (kJ),Proteína (g),Lipídeos (g),Colesterol (mg),Carboidrato (g),Fibra Alimentar (g),Cinzas (g),Cálcio (mg),Magnésio (mg),Manganês (mg),Fósforo (mg),Ferro (mg),Sódio (mg),Potássio (mg),Cobre (mg),Zinco (mg),Retinol (mcg),RE (mcg),RAE (mcg),Tiamina (mg),Riboflavina (mg),Piridoxina (mg),Niacina (mg),Vitamina C (mg),AG - Saturados (g),AG - Mono-insaturados (g),AG - Poli-insaturados (g),AG - 12:0 (g),AG - 14:0 (g),AG - 16:0 (g),AG - 18:0 (g),AG - 20:0 (g),AG - 22:0 (g),AG - 24:0 (g),AG - 14:1 (g),AG - 16:1 (g),AG - 18:1 (g),AG - 20:1 (g),AG - 18:2 n-6 (g),AG - 18:3 n-3 (g),AG - 20:4 (g),AG - 20:5 (g),AG - 22:5 (g),AG - 22:6 (g),AG - 18:1t (g),AG - 18:2t (g),AA - Triptofano (g),AA - Treonina (g),AA - Isoleucina (g),AA - Leucina (g),AA - Lisina (g),AA - Metionina (g),AA - Cistina (g),AA - Fenilalanina (g),AA - Tirosina (g),AA - Valina (g),AA - Arginina (g),AA - Histidina (g),AA - Alanina (g),AA - Ácido Aspártico (g),AA - Ácido Glutâmico (g),AA - Glicina (g),AA - Prolina (g),AA - Serina (g)
1,"Arroz, integral, cozido",Cereais e derivados,Sim,Sim,,70.13866666666667,123.53489250000001,516.8699902200001,2.58825,1.0003333333333333,,25.80975,2.749333333333334,0.463,5.204,58.702,0.6273333333333333,105.85300000000001,0.262,1.2446666666666666,75.15166666666666,0.02033333333333333,0.6826666666666666,,,,0.08,0.0,0.08,0.0,,0.3,0.4,0.3,,0.0,0.25,0.02,0.0,0.0,0.0,,,0.36,0.0,0.31,0.01,,,0.0,,,,,,,,,,,,,,,,,,,,,
2,"Arroz, integral, cru",Cereais e derivados,Sim,Sim,,12.179833333333335,359.6780020326088,1504.892760504435,7.323285869565217,1.8648333333333333,,77.45071413043479,4.819166666666666,1.1813333333333333,7.818000000000001,109.71,2.9933333333333336,250.865,0.9483333333333333,1.6456666666666666,173.34,0.07483333333333334,1.3951666666666667,,,,0.26166666666666666,0.0,0.175,4.183333333333334,,0.3,0.5,0.4,,0.01,0.2393333392937978,0.02,0.01,0.0,0.0,,0.0,0.45,0.0,0.38,0.02,,,,,,,,,,,,,,,,,,,,,,,,
3,"Arroz, tipo 1, cozido",Cereais e derivados,Sim,Sim,,69.11366666666667,128.25848566666664,536.6335040293333,2.5208166666666667,0.22699999999999998,,28.059849999999994,1.561,0.07866666666666666,3.544333333333334,2.2533333333333334,0.29666666666666663,17.945,0.07666666666666666,1.2006666666666665,14.673666666666668,0.015,0.49133333333333334,,,,0.0,0.0,0.0,0.0,,0.2,0.0,0.0,,0.0,0.16,0.01,,,,,,0.04,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,
4,"Arroz, tipo 1, cru",Cereais e derivados,Sim,Sim,,13.224499999999999,357.789273115942,1496.9903187171014,7.158539855072464,0.335,,78.75954347826087,1.6391666666666667,0.5224166666666668,4.414333333333333,30.383666666666667,1.032333333333333,104.20758333333335,0.6777475,1.0191666666666666,62.49941666666667,0.11483333333333336,1.2248333333333334,,,,0.16333333333333333,0.0,0.06916666666666667,1.1166666666666667,,0.1,0.1,0.1,0.0,0.0,0.06,0.01,0.0,0.0,0.0,,,0.06,,0.08,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,
5,"Arroz, tipo 2, cozido",Cereais e derivados,Sim,Sim,,68.72766666666666,130.11964833333332,544.4206086266666,2.568416666666667,0.36166666666666664,,28.19258333333333,1.0696666666666665,0.14966666666666664,3.3336666666666663,6.053333333333334,0.371,21.52133333333333,0.05033333333333334,1.959666666666667,20.203333333333333,0.041,0.5493333333333333,,,,0.0,0.0,0.0,0.0,,0.1,0.1,0.1,,0.0,0.12,0.02,,,,,0.0,0.12,0.0,0.09,0.0,,,,,,,,,,,,,,,,,,,,,,,,
6,"Arroz, tipo 2, cru",Cereais e derivados,Sim,Sim,,13.164749999999998,358.1167614565217,1498.360529934087,7.241882971014494,0.2755,,78.88145036231883,1.7198333333333333,0.4364166666666667,4.8335,29.239083333333333,0.828,82.04391666666666,0.5978333333333334,0.5688333333333334,57.28458333333333,0.052,1.2720833333333335,,,,0.16333333333333333,0.0,0.04916666666666667,0.9183333333333333,,0.1,0.1,0.1,,0.0,0.06,0.01,0.0,0.0,0.0,,,0.09,0.0,0.09,0.0,,,,,,,,,,,,,,,,,,,,,,,,
7,"Aveia, flocos, crua",Cereais e derivados,Sim,Sim,,9.133333333333333,393.82268944927546,1647.7541326557687,13.921026086956523,8.496666666666666,,66.63564057971016,9.13,1.8133333333333335,47.89,118.76233333333333,1.8946666666666667,153.39666666666668,4.446666666666666,4.626666666666667,336.3333333333333,0.44,2.63,,,,0.5533333333333333,0.03,0.0,4.47,1.35,1.54,3.155666666666667,3.0163333333333333,,0.015333333333333332,1.3703333333333336,0.139,0.0,,0.015333333333333332,,0.0,3.101333333333333,0.05433333333333334,2.954333333333333,0.062,,,,,,,,,,,,,,,,,,,,,,,,
8,"Biscoito, doce, maisena",Cereais e derivados,Sim,Sim,,3.216666666666667,442.8193901449275,1852.756328366377,8.072521739130433,11.966666666666669,,75.23414492753622,2.1,1.51,54.45,37.14333333333333,0.7783333333333333,166.10333333333335,1.76,352.02666666666664,141.64,0.17,1.03,,,,1.01,0.4166666666666667,0.23,3.9066666666666663,6.216666666666666,3.9,3.7,2.2,0.03,0.07,2.76,0.94,0.03,0.02,0.01,,0.02,3.7,0.02,2.13,0.1,,,,,1.36,0.22,,,,,,,,,,,,,,,,,,
9,"Biscoito, doce, recheado com chocolate",Cereais e derivados,Sim,Sim,,2.183333333333333,471.824779710145,1974.1148783072467,6.397217391304348,19.583333333333332,0.0,70.54944927536232,2.956666666666667,1.2866666666666666,27.23,47.97666666666667,0.588,139.45,2.27,239.2,232.4,0.2733333333333334,0.9933333333333333,0.0,,,0.31666666666666665,0.39333333333333337,0.4566666666666666,2.5233333333333334,3.526666666666667,6.2,6.6,1.7,0.19,0.13,3.11,2.55,0.07,0.07,0.02,,0.02,6.55,0.04,1.68,0.06,,,,,3.84,0.37,,,,,,,,,,,,,,,,,,
10,"Biscoito, doce, recheado com morango",Cereais e derivados,Sim,Sim,,2.733333333333334,471.1747362318841,1971.3950963942032,5.719826086956521,19.573333333333334,0.0,71.01350724637682,1.5333333333333332,0.96,35.78,27.1,0.6590000000000001,137.74333333333334,1.48,229.8166666666667,113.01333333333334,0.12666666666666668,0.7266666666666666,0.0,,,0.8966666666666666,0.42,0.21,1.4966666666666668,0.0,6.1,6.5,1.7,0.07,0.07,3.35,2.41,0.06,,,,0.04,6.4,0.02,1.61,0.06,,,,,4.21,0.32,,,,,,,,,,,,,,,,,,
11,"Biscoito, doce, wafer, recheado de chocolate",Cereais e derivados,Sim,Sim,,1.17,502.4568579710144,2102.279493750724,5.564521739130435,24.673333333333332,0.0,67.53547826086955,1.8033333333333335,1.0566666666666666,23.343333333333334,47.85333333333333,0.435,124.20333333333333,2.4433333333333334,137.24,240.45333333333335,0.26333333333333336,0.8733333333333334,0.0,,,0.3666666666666667,0.03,0.2966666666666667,1.12,0.0,6.5,8.1,1.9,,0.02,3.21,3.02,0.09,0.12,0.02,0.02,0.02,8.07,0.02,1.84,0.09,,,,,6.63,0.42,,,,,,,,,,,,,,,,,,
12,"Biscoito, doce, wafer, recheado de morango",Cereais e derivados,Sim,Sim,,1.1733333333333333,513.4461826086956,2148.2588280347827,4.517043478260871,26.4,1.2673333333333334,67.35295652173913,0.82,0.5566666666666666,13.706666666666665,18.54,0.2796666666666667,73.16333333333334,1.0933333333333335,119.9,74.84333333333333,0.08333333333333333,0.5133333333333333,0.0,,,0.35666666666666663,0.0,0.94,0.37333333333333335,,6.7,8.9,1.8,,0.03,3.32,3.1,0.1,0.1,0.03,,0.03,8.83,0.03,1.77,0.08,,,,,7.24,0.56,,,,,,,,,,,,,,,,,,
13,"Biscoito, salgado, cream cracker",Cereais e derivados,Sim,Sim,,4.056666666666667,431.73228115942027,1806.3678643710145,10.055130434782608,14.436666666666667,,68.73153623188405,2.51,2.72,20.003333333333334,39.74666666666667,0.6896666666666667,148.26,2.2,854.3566666666667,180.61333333333334,0.18,1.1366666666666667,,,,0.71,0.13,0.17,7.136666666666666,,4.4,4.6,2.9,0.01,0.07,2.99,1.24,0.04,0.03,0.01,,0.06,4.52,0.03,2.79,0.01,,,,,1.57,0.23,,,,,,,,,,,,,,,,,,
14,"Bolo, mistura para",Cereais e derivados,Sim,Sim,,1.0,418.6333333333333,1751.5618666666667,6.159420289855073,6.126666666666666,0.0,84.71391304347826,1.7033333333333331,2.0,58.879,27.921999999999997,0.4626666666666667,332.65766666666667,1.2106666666666666,462.88,75.363,0.15333333333333332,0.5826666666666667,,,,0.17666666666666667,0.0,1.5033333333333332,1.5166666666666666,0.0,2.095,1.8901666666666663,0.8130000000000001,0.01,0.026833333333333334,1.0276666666666667,0.9658333333333333,0.021833333333333337,0.021833333333333337,0.005,,0.005,1.8801666666666665,0.005,0.7781666666666667,0.034833333333333334,,,,,0.931,0.15283333333333332,,,,,,,,,,,,,,,,,,
15,"Bolo, pronto, aipim",Cereais e derivados,Sim,Sim,,34.13366666666667,323.85166666666663,1354.9953733333332,4.416666666666667,12.747666666666667,73.20400000000001,47.864,0.6906666666666667,0.838,85.02233333333334,10.344,0.107,122.194,0.48900000000000005,111.00833333333333,134.82266666666666,0.051666666666666666,0.41566666666666663,0.0,,,0.13,0.07,0.0,0.0,0.0,5.0,3.9,1.1,0.98,0.48,1.88,1.28,0.04,0.04,0.01,,0.06,3.8,0.02,1.0,0.06,0.04,,,,1.99,,,,,,,,,,,,,,,,,,,
16,"Bolo, pronto, chocolate",Cereais e derivados,Sim,Sim,,19.276333333333334,410.01366666666667,1715.4971813333334,6.222916666666666,18.472333333333335,76.79766666666667,54.71775,1.43,1.3106666666666666,74.58466666666668,27.686666666666667,0.3793333333333333,196.9766666666667,2.1323333333333334,283.3,211.76333333333332,0.04633333333333334,0.7136666666666667,0.0,,,0.13333333333333333,0.09333333333333334,0.05,0.0,0.0,5.5,6.2,3.0,,0.06,2.97,2.33,0.07,0.06,0.02,,0.06,6.15,0.04,2.83,0.04,0.02,,,,2.49,0.42,,,,,,,,,,,,,,,,,,
17,"Bolo, pronto, coco",Cereais e derivados,Sim,Sim,,29.320333333333334,333.4376666666667,1395.1031973333336,5.666666666666666,11.296333333333331,63.20766666666666,52.276,1.055,1.4406666666666668,57.105333333333334,16.251666666666665,0.399,303.3963333333333,0.848,190.33866666666665,143.294,0.08900000000000001,0.6756666666666667,0.0,0.0,0.0,0.15333333333333332,0.056666666666666664,0.0,0.0,0.0,4.9,3.0,1.8,1.0,0.48,1.82,1.24,0.03,0.03,0.01,,0.05,2.92,0.03,1.69,0.06,0.02,,,,0.89,0.19,,,,,,,,,,,,,,,,,,
18,"Bolo, pronto, milho",Cereais e derivados,Sim,Sim,,36.68833333333333,311.387,1302.843208,4.804166666666667,12.415,81.68733333333334,45.10883333333334,0.71,0.9836666666666667,82.58466666666666,10.249,0.10766666666666667,128.1963333333333,0.65,133.811,118.42733333333335,0.04,0.435,56.88666666666666,,,0.11,0.05,0.0,0.0,0.0,4.5,3.9,1.5,0.79,0.37,1.79,1.19,0.04,0.05,0.01,,0.06,3.79,0.03,1.34,0.08,0.04,,,,1.82,0.17,,,,,,,,,,,,,,,,,,
19,"Canjica, branca, crua",Cereais e derivados,Sim,Sim,,13.557,357.60258999999996,1496.20923656,7.2,0.9710000000000001,,78.06099999999999,5.499333333333333,0.211,1.9646666666666668,12.325,0.08633333333333333,48.498,0.32166666666666666,0.7896666666666666,92.94733333333333,0.045,0.36233333333333334,,,,0.0,0.0,0.0,0.0,0.0,0.3,0.2,0.4,,,0.27,0.03,0.0,,0.0,,0.0,0.24,0.0,0.38,0.01,,,,,,,,,,,,,,,,,,,,,,,,
20,"Canjica, com leite integral",Cereais e derivados,Sim,Sim,,72.49400000000001,112.45677722046528,470.51915589042676,2.3606000423431395,1.2443333333333335,1.3506666666666665,23.62773329099018,1.2166666666666666,0.2733333333333334,42.562666666666665,5.838333333333334,0.02,40.583333333333336,0.055999999999999994,27.58666666666667,69.809,0.025666666666666667,0.278,0.0,,,0.0,0.04,0.0,0.0,0.0,0.6036666666666666,0.3656666666666667,0.14966666666666664,0.012333333333333335,0.083,0.37399999999999994,0.14666666666666664,0.0,,,,0.019,0.3466666666666667,,0.14966666666666664,0.0,,,,,0.024000000000000004,,,,,,,,,,,,,,,,,,,
21,"Cereais, milho, flocos, com sal",Cereais e derivados,Sim,Sim,,9.293333333333335,369.59975000000003,1546.4053540000002,7.291666666666667,1.6033333333333335,,80.835,5.293333333333333,0.9766666666666666,1.8136666666666665,20.096,0.0,90.77033333333333,0.5243333333333333,271.73766666666666,68.66,0.0,0.6110000000000001,,,,0.12,0.0,0.06,0.0,0.0,0.5,0.6,0.9,,0.0,0.39,0.05,0.01,0.0,0.01,,0.0,0.6,0.01,0.89,0.03,,,,,,,,,,,,,,,,,,,,,,,,
22,"Cereais, milho, flocos, sem sal",Cereais e derivados,Sim,Sim,,11.223333333333334,363.3383166666666,1520.2075169333332,6.875,1.1833333333333333,,80.44833333333334,1.8366666666666667,0.27,1.9746666666666666,16.548666666666666,0.0,58.35966666666667,1.6933333333333334,30.970333333333333,28.697333333333333,0.24033333333333337,0.3256666666666667,,,,0.05,0.0,0.04,0.0,0.0,0.3,0.3,0.6,,0.0,0.27,0.03,0.01,0.0,0.0,,0.0,0.33,0.0,0.6,0.02,,,,,,,,,,,,,,,,,,,,,,,,
23,"Cereais, mingau, milho, infantil",Cereais e derivados,Sim,Sim,,4.703333333333333,394.42752173913044,1650.2847509565217,6.431159420289855,1.0933333333333335,,87.26550724637681,3.2133333333333334,0.5066666666666667,218.80666666666664,16.03,0.10633333333333334,169.16333333333333,3.03,399.40333333333336,82.01666666666667,0.043333333333333335,0.3633333333333333,21.416666666666668,,,3.723333333333333,0.4666666666666666,5.076666666666667,24.163333333333338,109.36666666666666,0.3,0.3,0.5,,0.0,0.26,0.03,0.0,0.0,,,,0.28,0.0,0.45,0.01,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,
24,"Cereais, mistura para vitamina, trigo, cevada e aveia",Cereais e derivados,Sim,Sim,,4.366666666666666,381.1333333333333,1594.6618666666668,8.895833333333332,2.12,,81.6175,4.983333333333333,3.0,584.2513333333334,72.268,2.2840000000000003,515.036,12.641333333333334,1163.2569999999998,244.361,0.20633333333333334,2.0223333333333335,0.0,,,0.76,0.8766666666666666,1.4866666666666666,7.456666666666667,13.106666666666667,0.5,0.4,1.0,,0.0,0.43,0.03,0.0,0.0,0.0,,0.0,0.34,0.02,0.93,0.06,,,,,,0.01,,,,,,,,,,,,,,,,,,
25,"Cereal matinal, milho",Cereais e derivados,Sim,Sim,,5.526666666666666,365.354163768116,1528.6418212057974,7.155797101449275,0.9566666666666667,,83.82420289855072,4.116666666666666,2.5366666666666666,142.92333333333332,10.933333333333332,0.059,100.8,3.05,654.5433333333334,83.08666666666666,0.06,7.63,,30.916666666666668,15.458333333333334,0.76,1.02,2.2466666666666666,11.04,17.293333333333333,0.35666666666666663,0.3196666666666667,0.32866666666666666,,,0.318,0.03866666666666666,0.0,0.0,0.0,,0.0,0.3196666666666667,,0.3133333333333333,0.0,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,
26,"Cereal matinal, milho, açúcar",Cereais e derivados,Sim,Sim,,4.266666666666667,376.55525362318843,1575.5071811594205,4.742753623188407,0.6666666666666666,,88.84057971014492,2.106666666666667,1.4833333333333334,56.42333333333334,7.94,0.13433333333333333,43.18,3.9033333333333338,405.31333333333333,51.59666666666667,0.04,8.48,,30.916666666666668,15.458333333333334,0.7266666666666666,1.11,0.7866666666666666,10.133333333333333,14.55,0.23,0.28633333333333333,0.329,,,0.20133333333333334,0.028666666666666663,0.0,0.0,0.0,,0.0,0.28633333333333333,,0.329,0.0,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,
27,"Creme de arroz, pó",Cereais e derivados,Sim,Sim,,7.333000000000001,386.00119033639794,1615.028980367489,7.026949774742127,1.2260000000000002,,83.86938355859121,1.0713333333333332,0.5446666666666666,7.085333333333334,50.50333333333333,1.2373333333333334,153.02,0.6323333333333333,1.0303333333333333,114.68033333333334,0.038,1.8636666666666668,,,,0.21666666666666665,0.0,0.05333333333333334,0.0,0.0,0.4,0.3,0.4,,0.01,0.37,0.03,0.0,,0.01,,0.0,0.31,0.0,0.43,0.01,,,,,,,,,,,,,,,,,,,,,,,,
28,"Creme de milho, pó",Cereais e derivados,Sim,Sim,,5.652,333.03419267054403,1393.4150621335564,4.820833333333333,1.639333333333333,,86.1485,3.7223333333333333,1.7393333333333334,323.16333333333336,30.06233333333333,0.2,303.2666666666667,4.257000000000001,593.7936666666666,165.72366666666667,0.042666666666666665,0.7806666666666667,,,,0.74,0.0,2.0533333333333332,0.0,96.34,0.3,0.5,0.8,,,0.29,0.04,0.01,,0.0,,0.0,0.45,0.0,0.75,0.02,,,,,,,,,,,,,,,,,,,,,,,,
29,"Curau, milho verde",Cereais e derivados,Sim,Sim,,81.56466666666667,78.43381831365585,328.16709582433606,2.3606000423431395,1.6369999999999998,4.742,13.944399957656858,0.4566666666666667,0.49333333333333335,52.596000000000004,15.961333333333334,0.05566666666666667,74.65633333333334,0.44933333333333336,20.512,161.84233333333333,0.025333333333333336,0.4,12.07,20.07,16.07,0.036666666666666674,0.07,0.0,0.0,0.0,0.8173333333333334,0.46799999999999997,0.17466666666666666,0.014666666666666666,0.11233333333333334,0.4836666666666667,0.19366666666666665,0.0,,,0.0,0.029666666666666664,0.4383333333333333,,0.17466666666666666,0.0,,,,,0.03966666666666666,,,,,,,,,,,,,,,,,,,
30,"Curau, milho verde, mistura para",Cereais e derivados,Sim,Sim,,3.9163333333333328,402.28657743531465,1683.1670399893567,2.2229166666666664,13.371333333333334,,79.81641666666667,2.5226666666666664,0.673,30.878,8.500666666666666,0.05466666666666667,44.619,0.8626666666666667,222.92566666666667,55.33533333333333,0.029333333333333333,0.24066666666666667,,,,0.13333333333333333,0.0,0.0,0.0,0.0,3.0,4.9,1.4,,0.01,1.55,1.3,0.05,0.06,0.03,,,4.85,0.03,1.38,0.03,,,,,2.81,0.63,,,,,,,,,,,,,,,,,,
31,"Farinha, de arroz, enriquecida",Cereais e derivados,Sim,Sim,,12.693333333333333,363.0564801812235,1519.028313078239,1.2693332926432292,0.3,,85.50400004069012,0.58,0.2333333333333333,1.1226666666666667,4.3,0.042333333333333334,35.958666666666666,31.38333333333333,17.101666666666667,12.540666666666667,0.0,8.48,,,,3.233333333333333,0.0,3.466666666666667,24.423333333333332,173.58666666666667,0.2,0.1,0.2,0.0,0.0,0.18,0.01,0.0,0.0,0.0,,0.0,0.08,0.0,0.17,0.01,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,
32,"Farinha, de centeio, integral",Cereais e derivados,Sim,Sim,,10.776666666666666,335.77766279932655,1404.8937411523823,12.515066502888997,1.7533333333333332,,73.29826683044433,15.48,1.6566666666666665,33.916666666666664,120.23333333333333,3.856666666666667,339.9866666666666,4.73,41.376666666666665,333.62,0.5633333333333334,2.6633333333333336,,,,0.2866666666666667,0.03,0.08,0.0,0.0,0.3,0.3,0.8,,0.0,0.31,0.02,0.0,0.0,,,0.0,0.26,0.01,0.73,,,,,,,0.0,,,,,,,,,,,,,,,,,,
33,"Farinha, de milho, amarela",Cereais e derivados,Sim,Sim,,11.773333333333333,350.58693322738014,1466.8557286233586,7.1875,1.4666666666666666,,79.07916666666665,5.49,0.49333333333333335,1.285,30.955,0.0,84.22133333333333,2.252666666666667,44.93233333333334,57.85366666666666,0.26666666666666666,0.5983333333333333,,18.0,9.0,0.25333333333333335,0.0,0.25333333333333335,0.0,0.0,0.4,0.4,0.6,0.0,0.0,0.3,0.04,0.01,,,,0.0,0.38,0.0,0.63,0.02,,,,,,,,,,,,,,,,,,,,,,,,
34,"Farinha, de rosca",Cereais e derivados,Sim,Sim,,9.806666666666667,370.5780966666666,1550.4987564533333,11.380999619166056,1.4633333333333332,,75.78566666666666,4.823333333333333,1.5633333333333335,35.29933333333333,56.87966666666667,1.6206666666666667,194.95833333333334,6.733666666666667,332.5,212.144,0.26299999999999996,1.6713333333333333,,,,0.25333333333333335,0.0,0.09,0.0,0.0,0.6,0.4,0.8,0.01,0.02,0.44,0.07,0.0,,,,0.01,0.37,0.01,0.74,0.05,,,,,0.02,0.01,,,,,,,,,,,,,,,,,,
35,"Farinha, de trigo",Cereais e derivados,Sim,Sim,,12.98,360.4729785507247,1508.2189422562321,9.79078260869565,1.366666666666667,,75.09255072463769,2.3466666666666667,0.77,17.863333333333333,31.00333333333333,0.4603333333333333,114.74,0.95,0.7366666666666667,151.36666666666667,0.15,0.8266666666666667,,,,0.3133333333333333,0.0,0.0,0.89,0.0,0.31,0.155,0.445,,0.0,0.296,0.014,0.0,0.0,0.0,,0.0,0.13466666666666668,,0.431,0.014,,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
36,"Farinha, láctea, de cereais",Cereais e derivados,Sim,Sim,,2.6966666666666668,414.8505173913043,1735.7345647652173,11.87913043478261,5.79,11.2718,77.77086956521738,1.94,1.8633333333333335,196.06333333333336,57.68666666666667,1.489,296.4433333333334,8.723333333333334,125.07333333333332,365.6033333333333,0.19333333333333336,1.7266666666666666,492.2466666666667,,,1.43,1.133333333333333,1.1366666666666667,9.5,24.31,3.3,1.4,0.6,0.12,0.5,1.73,0.58,0.01,0.01,,0.03,0.11,1.2,,0.59,0.03,,,,,0.13,0.02,,,,,,,,,,,,,,,,,,
37,"Lasanha, massa fresca, cozida",Cereais e derivados,Sim,Sim,,59.64633333333333,163.76366666666667,685.1871813333333,5.8125,1.1583333333333332,,32.52216666666667,1.6363333333333332,0.8606666666666666,9.971666666666666,3.539,0.195,42.38399999999999,1.1886666666666665,206.76933333333332,53.91466666666667,0.07066666666666667,0.405,,,,0.04,0.0,0.0,3.96,,0.6,0.4,0.1,,,0.48,0.1,,,,,0.02,0.4,0.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,
38,"Lasanha, massa fresca, crua",Cereais e derivados,Sim,Sim,,44.98566666666667,220.3056666666667,921.7589093333335,7.008333333333333,1.3376666666666666,,45.05833333333334,1.6063333333333334,1.61,16.545666666666666,12.591666666666667,0.3446666666666667,81.96133333333334,1.8723333333333334,666.7103333333333,136.607,0.09766666666666668,0.7556666666666668,,,,0.08,0.0,0.0,0.0,,0.5,0.4,0.4,,,0.39,0.08,,,,,0.01,0.39,0.0,0.38,0.01,,,,,,,,,,,,,,,,,,,,,,,,
39,"Macarrão, instantâneo",Cereais e derivados,Sim,,,5.973333333333333,435.8647805333334,1823.658241751467,8.79168,17.236666666666668,,62.431653333333344,5.61,5.566666666666666,17.62666666666667,19.366666666666664,0.253,112.15,0.8,1515.5266666666666,147.92,0.10333333333333335,0.5033333333333333,,,,1.18,0.04,0.5333333333333333,9.366666666666667,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,"Macarrão, trigo, cru",Cereais e derivados,Sim,,,10.243333333333332,371.1226130434783,1552.777012973913,9.995652173913044,1.3033333333333335,,77.94434782608695,2.9266666666666663,0.5133333333333333,17.3,27.69,0.5283333333333333,99.81,0.88,7.17,147.06,0.15,0.7766666666666667,,,,0.17666666666666667,0.02,0.0,3.5666666666666664,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,"Macarrão, trigo, cru, com ovos",Cereais e derivados,Sim,Sim,,10.563333333333333,370.5671133333334,1550.452802186667,10.320799999999998,1.97,17.567999999999998,76.62253333333335,2.2966666666666664,0.5233333333333333,19.453333333333333,0.0,0.397,118.47666666666667,0.9166666666666666,14.74,134.0966666666667,0.1366666666666667,0.8133333333333335,0.0,,,0.10666666666666667,0.05,0.03,4.37,0.0,0.5353333333333333,0.37766666666666665,0.7566666666666667,,,0.4646666666666666,0.07066666666666667,0.0,0.0,0.0,,0.0,0.37766666666666665,0.0,0.7303333333333333,0.026333333333333334,,,,,,0.0,,,,,,,,,,,,,,,,,,
42,"Milho, amido, cru",Cereais e derivados,Sim,,,12.18333,361.36682387826096,1511.958791106644,0.5978260869565217,0.0,,87.14884391304349,0.7433333,0.07,1.0576666666666668,3.0276666666666667,0.01833333333333333,12.603,0.12766666666666668,8.083,8.535,0.015333333333333332,0.07966666666666666,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,"Milho, fubá, cru",Cereais e derivados,Sim,Sim,,11.453333333333333,353.482268115942,1478.9698097971016,7.213768115942029,1.9033333333333333,,78.87289855072463,4.713333333333334,0.5566666666666668,2.6666666666666665,41.23,0.33866666666666667,107.83666666666666,0.85,0.0,168.33333333333334,0.08,1.0933333333333333,,26.0,13.0,0.25333333333333335,0.0,0.0,0.7466666666666667,0.0,0.4303333333333333,0.892,1.317,,,0.3459999999999999,0.06833333333333334,0.016,0.0,0.0,,0.0,0.892,0.0,1.2893333333333332,0.027666666666666662,,,0.0,,,,,,,,,,,,,,,,,,,,,
44,"Milho, verde, cru",Cereais e derivados,Sim,Sim,,63.538333333333334,138.166565,578.08890796,6.589583333333334,0.609,,28.555749999999996,3.9180000000000006,0.7073333333333333,1.6123333333333332,32.575,0.118,112.705,0.411,1.1156666666666666,184.82233333333332,0.050333333333333334,0.5176666666666666,,32.0,16.0,0.3,0.0,0.04,0.0,0.0,0.2,0.2,0.6,,,0.16,0.01,0.0,0.0,0.0,,0.0,0.23,0.0,0.53,0.02,,,,,,,,,,,,,,,,,,,,,,,,
45,"Milho, verde, enlatado, drenado",Cereais e derivados,Sim,Sim,,76.22333333333334,97.56489420289851,408.2115173449274,3.2282608695652177,2.353333333333333,,17.135072463768108,4.6433333333333335,1.06,2.1673333333333336,20.37633333333333,0.09300000000000001,61.30733333333333,0.5856666666666667,260.3499,162.02333333333334,0.04566666666666667,0.49833333333333335,,48.0,24.0,0.0,0.05,0.0,3.7366666666666664,1.7433333333333334,0.6,0.8,0.9,,,0.49,0.06,0.01,,,,0.0,0.78,0.0,0.88,0.03,,,,,,,,,,,,,,,,,,,,,,,,
46,"Mingau tradicional, pó",Cereais e derivados,Sim,Sim,,8.143333333333333,373.4214666666667,1562.3954165333334,0.5833333333333334,0.37,,89.33666666666667,0.88,1.5666666666666667,522.0466666666667,4.280666666666666,0.0,273.319,41.99133333333334,14.855333333333334,0.0,0.0,15.209333333333333,1533.243333333333,,,3.4066666666666663,0.0,3.11,19.393333333333334,0.0,0.1,0.0,0.1,0.0,,0.12,0.01,,,,,,0.05,,0.13,0.01,,,,,,,,,,,,,,,,,,,,,,,,
47,"Pamonha, barra para cozimento, pré-cozida",Cereais e derivados,Sim,Sim,,61.30733333333333,171.2191116666667,716.3807632133335,2.5520833333333335,4.849666666666667,,30.68491666666667,2.371,0.606,4.164333333333333,15.347,0.12466666666666666,54.585,0.35666666666666663,131.993,125.34933333333333,0.034,0.42366666666666664,,,,0.0,0.0,0.0,0.0,0.0,0.5,0.7,1.4,,0.01,0.37,0.12,0.01,0.01,0.01,,,0.65,0.02,1.32,0.09,,,,,0.07,0.04,,,,,,,,,,,,,,,,,,
