Código TACO,Descrição,Grupo,Fonte CMV,Fonte AG,Fonte AA,Umidade (%),Energia (kcal),Energia (kJ),Proteína (g),Lipídeos (g),Colesterol (mg),Carboidrato (g),Fibra Alimentar (g),Cinzas (g),Cálcio (mg),Magnésio (mg),Manganês (mg),Fósforo (mg),Ferro (mg),Sódio (mg),Potássio (mg),Cobre (mg),Zinco (mg),Retinol (mcg),RE (mcg),RAE (mcg),Tiamina (mg),Riboflavina (mg),Piridoxina (mg),Niacina (mg),Vitamina C (mg),AG - Saturados (g),AG - Mono-insaturados (g),AG - Poli-insaturados (g),AG - 12:0 (g),AG - 14:0 (g),AG - 16:0 (g),AG - 18:0 (g),AG - 20:0 (g),AG - 22:0 (g),AG - 24:0 (g),AG - 14:1 (g),AG - 16:1 (g),AG - 18:1 (g),AG - 20:1 (g),AG - 18:2 n-6 (g),AG - 18:3 n-3 (g),AG - 20:4 (g),AG - 20:5 (g),AG - 22:5 (g),AG - 22:6 (g),AG - 18:1t (g),AG - 18:2t (g),AA - Triptofano (g),AA - Treonina (g),AA - Isoleucina (g),AA - Leucina (g),AA - Lisina (g),AA - Metionina (g),AA - Cistina (g),AA - Fenilalanina (g),AA - Tirosina (g),AA - Valina (g),AA - Arginina (g),AA - Histidina (g),AA - Alanina (g),AA - Ácido Aspártico (g),AA - Ácido Glutâmico (g),AA - Glicina (g),AA - Prolina (g),AA - Serina (g)
446,"Bebida láctea, pêssego",Leite e derivados,Sim,Sim,,87.69333333333333,55.164833333333306,230.80966266666664,2.1333333333333333,1.9066666666666665,5.36975,7.5700000000000065,0.2933333333333334,0.6966666666666667,88.63266666666665,8.593333333333334,0.0,63.10466666666667,0.0,46.263,62.263666666666666,0.019666666666666666,0.24366666666666667,0.0,,,0.02666666666666667,0.1366666666666667,0.0,0.33,2.0533333333333332,1.1,0.6,0.0,0.05,0.19,0.54,0.25,0.0,0.0,,0.01,0.02,0.53,0.01,0.03,0.02,0.0,,,,0.06,0.0,,,,,,,,,,,,,,,,,,
447,Creme de Leite,Leite e derivados,Sim,Sim,,70.89266666666667,221.48354127513312,926.687136695157,1.5078066937128702,22.479333333333333,66.47566666666667,4.509526639620461,,0.6106666666666666,82.73366666666665,7.540666666666667,0.006000000000000001,118.45733333333334,0.301,51.724,118.65033333333334,0.019,0.29233333333333333,127.66666666666667,,,0.0,0.1,0.0,0.0,0.0,11.82,5.1,0.45,0.49,1.91,5.58,2.3833333333333333,0.04,,,0.18333333333333335,0.3633333333333333,4.503333333333334,,0.32666666666666666,0.07,,,,,0.63,,,,,,,,,,,,,,,,,,,
448,"Iogurte, natural",Leite e derivados,Sim,Sim,,90.04,51.48953333333329,215.43220746666648,4.0633333333333335,3.04,13.7775,1.9166666666666603,,0.94,143.10333333333332,11.253333333333332,0.0,119.03533333333333,0.0,51.61633333333333,71.27866666666667,0.018333333333333333,0.443,22.5,,,0.03666666666666667,0.22333333333333336,0.0,0.0,0.9266666666666666,1.8,0.9,0.1,0.07,0.3,0.91,0.4,0.01,0.0,0.0,0.02,0.04,0.83,0.01,0.06,0.03,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,
449,"Iogurte, natural, desnatado",Leite e derivados,Sim,Sim,,89.21633333333334,41.49271128155834,173.6055040020401,3.8343800687789917,0.3156666666666667,3.3316666666666666,5.773953333333329,,0.8596666666666666,156.96133333333333,11.983333333333334,0.0,109.68333333333334,0.0,59.644666666666666,182.12966666666662,0.0,0.5136666666666666,,,,0.0,0.21666666666666667,0.0,0.0,0.3466666666666667,0.2,0.1,,0.01,0.03,0.1,0.05,,,,,,0.09,,0.0,,,,,,0.01,,,,,,,,,,,,,,,,,,,
450,"Iogurte, sabor abacaxi",Leite e derivados,Sim,,,,,,,,5.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,"Iogurte, sabor morango",Leite e derivados,Sim,Sim,,84.63333333333333,69.56560000000003,291.0624704000003,2.71,2.33,7.494250000000001,9.693333333333342,0.21666666666666667,0.6333333333333333,101.03166666666668,8.04,0.0,73.48133333333334,0.0,37.663000000000004,52.35366666666667,0.017666666666666667,0.30433333333333334,27.026666666666667,,,0.03333333333333333,0.12,0.02,0.0,0.0,1.4,0.7,0.1,0.07,0.26,0.7,0.29,0.0,,,0.01,0.03,0.62,0.0,0.05,0.02,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,
452,"Iogurte, sabor pêssego",Leite e derivados,Sim,Sim,,85.05666666666666,67.84940000000002,283.8818896,2.53,2.3366666666666664,8.4,9.433333333333344,0.7166666666666667,0.6433333333333334,95.05,7.956666666666667,0.0,65.55166666666668,0.05299999999999999,36.96366666666666,52.09033333333334,0.018000000000000002,0.30033333333333334,21.276666666666667,,,0.02,0.10333333333333333,0.0,0.38033333333333336,0.0,1.4,0.6,0.1,0.06,0.25,0.7,0.29,0.0,0.0,,0.01,0.03,0.59,0.0,0.04,0.02,0.0,,,,0.06,0.0,,,,,,,,,,,,,,,,,,
453,"Leite, condensado",Leite e derivados,Sim,Sim,,26.96,312.57259999999997,1307.8037584,7.67,6.74,27.635666666666665,56.99666666666666,,1.6333333333333335,246.26666666666665,21.976666666666663,0.0,187.1833333333333,0.12666666666666668,93.80333333333334,328.93,0.03333333333333333,0.86,52.95333333333334,,,0.06,0.33,0.5733333333333334,0.0,2.143333333333333,4.2,1.7,0.2,0.17,0.73,2.1,0.82,0.01,,,,0.14,1.47,0.02,0.1,0.04,,,,,0.2,0.03,,,,,,,,,,,,,,,,,,
454,"Leite, de cabra",Leite e derivados,Sim,Sim,,87.07066666666667,66.41574188654329,277.88346405329713,3.0709067217508954,3.7543333333333333,13.991666666666665,5.246093333333333,,0.858,112.24733333333332,9.798666666666668,0.0,113.20333333333333,0.103,73.947,139.994,0.04066666666666666,0.3546666666666667,34.74,,,0.0,0.144,0.0,0.0,0.0,2.4,0.8,0.1,0.1,0.29,1.0,0.6,0.01,0.0,,,0.03,0.79,,0.11,0.01,0.01,,,,0.1,0.02,,,,,,,,,,,,,,,,,,
455,"Leite, de vaca, achocolatado",Leite e derivados,Sim,Sim,,80.89366666666668,82.82099627199361,346.5230484020213,2.099020037651062,2.169,6.081333333333333,14.158313333333325,0.6456666666666666,0.68,69.791,12.880666666666665,0.05,70.87400000000001,0.45766666666666667,71.74166666666666,155.23966666666666,0.04466666666666667,0.311,38.943333333333335,,,0.07366666666666667,0.29033333333333333,0.14,1.23,3.2616666666666667,1.1,0.6,0.1,0.03,0.14,0.53,0.29,0.01,0.0,0.0,0.01,0.03,0.56,0.0,0.11,0.01,0.0,,,,0.19,0.03,,,,,,,,,,,,,,,,,,
456,"Leite, de vaca, desnatado, pó",Leite e derivados,Sim,Sim,,3.1,361.60799999999995,1512.967872,34.69,0.9333333333333332,24.78533333333333,53.04333333333334,,8.233333333333334,1363.17,108.70666666666666,0.0,1673.4333333333334,0.9266666666666667,431.67333333333335,1555.6633333333332,0.15666666666666665,3.8433333333333333,299.45666666666665,,,0.31666666666666665,1.2033333333333334,0.0,0.8066666666666666,,0.6,0.2,0.0,0.02,0.09,0.29,0.12,0.0,0.01,0.0,0.01,0.02,0.2,,0.03,0.0,0.0,,,,0.02,0.0,,,,,,,,,,,,,,,,,,
457,"Leite, de vaca, desnatado, UHT",Leite e derivados,Sim,,,,,,,,3.7543333333333333,,,0.8266666666666667,133.80666666666667,10.23,0.0,85.37,0.0,51.14,140.02666666666667,0.02,0.38,0.0,,,0.04,0.26333333333333336,0.0,1.49,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,"Leite, de vaca, integral",Leite e derivados,Sim,Sim,,,,,,,10.49,,,0.76,122.58,9.636666666666668,0.0,81.97666666666666,0.0,63.76,133.19,0.02,0.38,20.903333333333332,,,0.04,0.24,0.0,1.52,0.0,1.4,0.7,0.1,0.06,0.25,0.71,0.29,,,,0.01,0.03,0.65,,0.04,0.02,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,
459,"Leite, de vaca, integral, pó",Leite e derivados,Sim,Sim,,2.7,496.6502999999999,2077.9848552,25.42,26.903333333333336,85.25533333333333,39.18,,5.796666666666667,890.2733333333332,77.42666666666666,0.0,1242.2833333333335,0.5233333333333333,323.2033333333333,1131.6633333333334,0.11,2.7266666666666666,361.0566666666667,,,0.24333333333333332,1.0266666666666666,0.0,0.0,,16.3,7.1,0.5,0.58,2.62,8.11,3.48,0.05,,0.03,0.15,0.56,6.25,0.05,0.41,0.1,,,,,0.84,0.1,,,,,,,,,,,,,,,,,,
460,"Leite, fermentado",Leite e derivados,Sim,,,81.87933333333334,69.62147400000002,291.2962472160001,1.89486,0.09900000000000002,1.85166,15.67447333333333,,0.4523333333333333,71.528,6.2316666666666665,0.01833333333333333,62.81033333333334,0.0,33.43066666666667,94.48333333333333,0.013,0.26133333333333336,0.0,,,0.075,0.10666666666666667,0.0,0.0,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,"Queijo, minas, frescal",Leite e derivados,Sim,Sim,,56.12466666666666,264.27312799999993,1105.7187675519997,17.411020000000004,20.180666666666667,61.99633333333333,3.240313333333333,,3.043333333333333,579.2533333333334,6.883666666666667,0.015666666666666666,123.30966666666667,0.931,31.226333333333333,104.84666666666665,0.0,0.29233333333333333,160.50666666666666,,,0.0,0.25133333333333335,0.0,0.0,0.0,11.4,5.8,0.4,0.41,1.73,5.78,2.53,0.04,0.02,0.02,0.16,0.39,5.14,0.04,0.28,0.06,0.02,,,,0.54,0.12,,,,,,,,,,,,,,,,,,
462,"Queijo, minas, meia cura",Leite e derivados,Sim,Sim,,47.11833333333334,320.72181773325985,1341.9000853959592,21.21137371381124,24.61,76.29866666666668,3.5729596195220865,,3.4873333333333334,695.9173333333333,27.072666666666667,0.02266666666666667,402.5323333333333,0.219,501.1656666666666,119.97733333333332,0.06866666666666667,2.6820000000000004,111.33333333333333,,,0.03,0.3233333333333333,0.0,0.0,,13.226666666666667,5.586666666666666,0.33666666666666667,0.5533333333333333,2.1266666666666665,6.15,2.586666666666667,0.05,,,0.23,0.4566666666666666,4.82,,0.23666666666666666,0.1,,,,,0.9866666666666667,,,,,,,,,,,,,,,,,,,
463,"Queijo, mozarela",Leite e derivados,Sim,Sim,Sim,45.33833333333333,329.8707184208871,1380.1790858729917,22.64900040626526,25.183000000000003,79.579,3.0493329270680736,,3.780333333333333,875.0393333333333,23.573666666666668,0.028333333333333335,469.9983333333333,0.306,581.357,61.89433333333333,0.08266666666666667,3.5220000000000002,109.0,,,0.0,0.2,0.0,0.0,,14.233333333333334,5.95,0.49666666666666665,0.6133333333333333,2.3733333333333335,6.656666666666666,3.02,,,,0.22,0.43333333333333335,5.223333333333334,,0.30666666666666664,0.077,,,,,0.8566666666666666,,0.38050003453038667,1.048989930939226,1.3862102900552482,2.38208085635359,2.058984350828729,0.851619226519337,0.3580813549723756,1.2720015193370162,1.6137517679558007,1.7700756906077342,1.1273228314917125,0.8639909530386737,0.7940768093922651,1.7614646270718228,5.908172486187843,0.5524905372928175,2.7559676795580104,1.4979831767955798
464,"Queijo, parmesão",Leite e derivados,Sim,Sim,,21.246666666666666,452.9637553333333,1895.2003523146668,35.55361333333333,33.529333333333334,105.844,1.6607199999999995,,8.009666666666666,991.9676666666668,33.367333333333335,0.04833333333333334,744.6233333333333,0.5323333333333333,1844.0810000000001,96.23700000000001,0.16866666666666666,4.358666666666667,66.15333333333332,,,0.0,0.44166666666666665,0.2333333333333333,0.0,0.0,19.7,8.7,0.4,0.7,3.26,10.07,4.24,0.06,0.03,0.03,0.32,0.63,7.67,0.03,0.29,0.11,0.03,,,,1.01,0.16,,,,,,,,,,,,,,,,,,
465,"Queijo, pasteurizado",Leite e derivados,Sim,Sim,,54.42133333333334,303.07980333333325,1268.0858971466664,9.357333333333333,27.435333333333332,82.15666666666667,5.67633333333333,,3.109666666666667,323.2993333333333,16.00166666666667,0.012999999999999998,577.9433333333334,0.26533333333333337,780.426,193.721,0.04533333333333334,1.3046666666666669,57.31333333333333,,,0.0,0.2,0.0,0.0,0.0,15.9,7.3,0.4,0.58,2.58,8.05,3.38,0.05,,,0.23,0.49,6.45,0.05,0.33,0.08,,,,,0.85,0.18,,,,,,,,,,,,,,,,,,
466,"Queijo, petit suisse, morango",Leite e derivados,Sim,Sim,,72.215,121.105954,506.707311536,5.78666,2.8383333333333334,12.069333333333333,18.46200666666666,,0.698,730.9326666666666,26.508666666666667,0.023333333333333334,448.4586666666667,0.14100000000000001,412.46900000000005,121.46166666666666,0.014666666666666666,2.6633333333333336,272.6566666666667,,,0.22333333333333336,0.26666666666666666,0.21,2.6833333333333336,0.0,1.6,0.8,0.0,0.05,0.23,0.81,0.4,0.01,,,0.02,0.05,0.76,,0.04,0.01,,,,,0.09,,,,,,,,,,,,,,,,,,,
467,"Queijo, prato",Leite e derivados,Sim,Sim,Sim,42.44433333333333,359.88046240505474,1505.7398547027492,22.661760406494142,29.106333333333335,90.90233333333333,1.8785729268391926,,3.9090000000000003,939.9933333333333,28.273666666666667,0.03233333333333333,460.8386666666667,0.28,579.774,73.47166666666666,0.09866666666666667,3.4616666666666664,122.66666666666667,,,0.0,0.22,0.0,0.0,,16.286666666666665,6.776666666666666,0.53,0.7133333333333334,2.6733333333333333,7.593333333333334,3.1633333333333336,,,,0.27,0.5133333333333333,5.906666666666666,,0.42333333333333334,0.10666666666666667,,,,,0.87,,0.48048036301059677,1.0062956380762609,1.209489519971017,2.18808197898741,1.9366979702925455,0.8177352902816772,0.3604317643329407,1.134333476134408,1.4312490000905713,1.4711281731727197,1.1356962938139659,0.83893715877185,0.8100722334933428,1.6619449895842766,5.325042523322161,0.5558821608549949,2.7557513957069104,1.5432681450955525
468,"Queijo, requeijão, cremoso",Leite e derivados,Sim,Sim,,62.46633333333333,256.57814866666666,1073.5229740213333,9.629546666666666,23.441000000000003,73.669,2.4324533333333336,,2.0306666666666664,259.46666666666664,11.628333333333332,0.015333333333333332,447.88033333333334,0.115,557.9246666666667,93.06433333333332,0.045,1.277,194.58666666666667,,,0.0,0.19066666666666668,0.0,0.0,0.0,13.7,6.4,0.3,0.52,2.26,7.16,2.72,0.04,0.04,0.02,0.24,0.5,5.54,0.04,0.24,0.07,,,,,0.55,0.11,,,,,,,,,,,,,,,,,,
469,"Queijo, ricota",Leite e derivados,Sim,Sim,,73.57066666666667,139.73177999999996,584.6377675199999,12.6005,8.108666666666666,48.70333333333334,3.7861666666666673,,1.934,253.236,11.808666666666667,0.0,161.51866666666666,0.1366666666666667,282.579,112.37833333333333,0.0,0.4603333333333333,52.846666666666664,,,0.0,0.1466666666666667,0.0,0.0,0.0,4.5,2.4,0.2,0.15,0.66,2.28,1.06,0.02,0.02,0.02,0.06,0.15,2.16,0.02,0.14,0.02,0.01,,,,0.21,0.04,,,,,,,,,,,,,,,,,,
470,"Bebida isotônica, sabores variados",Bebidas (alcoólicas e não alcoólicas),Sim,,,93.50666666666666,25.613333333333344,107.16618666666672,0.0,0.0,,6.4033333333333395,,0.09,1.2333333333333334,0.0,0.0,8.973333333333334,0.67,44.083333333333336,13.026666666666666,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,"Café, infusão 10%",Bebidas (alcoólicas e não alcoólicas),Sim,,,97.372,9.070868599613517,37.95251422078296,0.7125,0.06933333333333334,,1.478666666666667,,0.3675,3.159333333333333,9.661666666666667,0.03766666666666666,9.495333333333333,0.0,1.0273333333333334,155.70400000000004,0.006000000000000001,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,"Cana, aguardente 1",Bebidas (alcoólicas e não alcoólicas),Sim,,,,215.6616,902.3281344,,,,,,,0.0,0.0,0.0,0.0,0.0,3.145666666666667,0.0,0.063,0.0,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,"Cana, caldo de",Bebidas (alcoólicas e não alcoólicas),Sim,,,81.72766666666666,65.34359826898573,273.3976151574363,0.0,0.0,,18.151000000000003,0.13633333333333333,0.12133333333333333,9.083,11.973999999999998,0.206,4.778666666666666,0.7526666666666667,0.0,17.973,0.007,0.050666666666666665,,,,0.0,0.0,0.03,0.0,2.779666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,"Cerveja, pilsen 2",Bebidas (alcoólicas e não alcoólicas),Sim,,,92.38,40.72018855062866,170.37326889583034,0.5625,0.0,,3.3175,,0.12,4.985,6.743666666666666,0.005333333333333333,19.002666666666666,0.0,4.230333333333333,29.46666666666667,0.0,0.0,,,,0.0,0.0,0.14333333333333334,2.9166666666666665,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,"Chá, erva-doce, infusão 5%",Bebidas (alcoólicas e não alcoólicas),Sim,,,99.60866666666668,1.3970599738756386,5.845298930695672,0.0,0.0,,0.3913333333333213,,0.0,1.931,0.8809999999999999,0.006333333333333334,0.651,0.0,0.6253333333333334,9.929,0.006000000000000001,0.0,,,,1.2333333333333334,0.22666666666666668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,"Chá, mate, infusão 5%",Bebidas (alcoólicas e não alcoólicas),Sim,,,99.305,2.730749951124143,11.425457795503414,0.0,0.052,,0.6429999999999931,,0.0,0.6446666666666666,2.037,0.274,0.0,0.0,0.0,5.336333333333333,0.0,0.0,,,,0.8933333333333334,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,"Chá, preto, infusão 5%",Bebidas (alcoólicas e não alcoólicas),Sim,,,99.37033333333333,2.24790995796521,9.40525526412644,0.0,0.0,,0.6296666666666653,,0.0,0.25233333333333335,0.956,0.08866666666666667,1.5113333333333332,0.0,0.0,13.437666666666665,0.0,0.0,,,,3.1133333333333333,0.48333333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,"Coco, água de",Bebidas (alcoólicas e não alcoólicas),Sim,,,94.252,21.50859424050649,89.99195830227916,0.0,0.0,,5.284666666666672,0.13033333333333333,0.4633333333333334,18.837333333333333,5.158333333333334,0.253,3.755333333333333,0.0,1.782333333333333,161.65099999999998,0.0,0.0,,,,0.005,0.0,0.0,0.0,2.408666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,"Refrigerante, tipo água tônica",Bebidas (alcoólicas e não alcoólicas),Sim,,,92.00666666666666,30.7794,128.7810096,0.0,0.0,,7.953333333333339,,0.04,1.0753333333333335,0.0,0.0,0.15166666666666664,0.0,8.290333333333333,1.5056666666666667,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,"Refrigerante, tipo cola",Bebidas (alcoólicas e não alcoólicas),Sim,,,91.27666666666666,33.514200000000045,140.2234128000002,0.0,0.0,,8.66000000000001,,0.06333333333333334,1.3723333333333334,0.0,0.0,16.677333333333333,0.0,7.119333333333333,0.905,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,"Refrigerante, tipo guaraná",Bebidas (alcoólicas e não alcoólicas),Sim,,,89.95666666666666,38.7,161.9208,0.0,0.0,,10.0,,0.043333333333333335,1.4076666666666666,0.0,0.0,0.0,0.0,9.009666666666666,1.3813333333333333,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482,"Refrigerante, tipo laranja",Bebidas (alcoólicas e não alcoólicas),Sim,,,88.17333333333333,45.62730000000003,190.90462320000012,0.0,0.0,,11.79,,0.036666666666666674,2.344333333333333,1.2076666666666667,0.0,1.4669999999999999,0.0,9.271666666666667,15.504333333333335,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,"Refrigerante, tipo limão",Bebidas (alcoólicas e não alcoólicas),Sim,,,89.69,39.71910000000001,166.18471440000005,0.0,0.0,,10.263333333333335,,0.04666666666666667,1.7506666666666666,0.531,0.0,0.0,0.0,8.803333333333335,4.269,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,"Omelete, de queijo",Ovos e derivados,Sim,Sim,,60.49166666666667,268.00677218242487,1121.3403348112656,15.570833333333333,22.007666666666665,383.8253333333333,0.43716666666666804,,1.4926666666666666,165.72733333333335,14.267666666666669,0.025666666666666667,313.61133333333333,1.3696666666666666,216.05100000000002,126.931,0.03166666666666667,1.3606666666666667,58.75333333333333,,,0.03,0.24333333333333332,0.0,0.0,0.0,6.397999999999999,6.987666666666666,6.198,0.08333333333333333,0.423,4.201,1.5596666666666668,0.04133333333333333,0.04833333333333334,0.021,0.04133333333333333,0.25666666666666665,6.6066666666666665,0.04833333333333334,5.525,0.444,0.14566666666666664,,,0.04133333333333333,0.14566666666666664,,,,,,,,,,,,,,,,,,,
485,"Ovo, de codorna, inteiro, cru",Ovos e derivados,Sim,Sim,,71.67,176.89389999999997,740.1240776,13.6875,12.68,568.0,0.7724999999999986,,1.19,78.72933333333333,11.063,0.0,279.4436666666667,3.3486666666666665,128.987,78.72933333333333,0.035333333333333335,2.054333333333333,305.17333333333335,,,0.11,0.12333333333333334,0.0,0.9666666666666667,,8.9,12.1,2.7,0.0,0.13,6.39,2.31,0.01,0.03,,0.03,1.07,11.01,0.03,2.2,0.1,0.44,,,,0.04,0.07,,,,,,,,,,,,,,,,,,
486,"Ovo, de galinha, clara, cozida/10minutos",Ovos e derivados,Sim,,,85.22766666666666,59.43569666666667,248.67895485333338,13.447916666666668,0.08900000000000001,,0.0,,0.6683333333333334,6.231999999999999,11.007,0.0,15.427666666666667,0.07866666666666666,180.5376666666667,145.87033333333332,0.028666666666666663,0.0,,,,0.0,0.08,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,"Ovo, de galinha, gema, cozida/10minutos",Ovos e derivados,Sim,Sim,,50.02266666666666,352.67334000000005,1475.5852545600003,15.9,30.777,1272.372,1.5600000000000065,,1.7403333333333333,114.431,9.367333333333333,0.05933333333333333,385.747,2.9233333333333333,44.90866666666667,87.37733333333334,0.0,2.8736666666666664,148.48,,,0.18,0.21666666666666667,0.0,0.0,,9.2,12.1,4.0,,0.08,6.56,2.43,,0.03,,,0.67,11.29,0.07,3.25,0.05,0.44,,,0.1,0.05,0.03,,,,,,,,,,,,,,,,,,
488,"Ovo, de galinha, inteiro, cozido/10minutos",Ovos e derivados,Sim,Sim,,75.76566666666666,145.70017,609.6095112800001,13.29375,9.476333333333333,396.5716666666667,0.6149166666666736,,0.8493333333333334,49.218333333333334,11.244333333333335,0.02366666666666667,184.1903333333333,1.5153333333333332,145.90099999999998,138.897,0.03966666666666666,1.236,32.44,,,0.07666666666666667,0.3,0.0,0.0,,2.9,3.8,1.1,,0.02,2.07,0.76,,0.01,,,0.21,3.51,0.02,0.94,0.02,0.12,,,0.02,0.02,,,,,,,,,,,,,,,,,,,
489,"Ovo, de galinha, inteiro, cru",Ovos e derivados,Sim,Sim,,75.6,143.11173333333335,598.7794922666666,13.03,8.9,355.94,1.6366666666666725,,0.8333333333333334,42.02333333333333,12.66,0.0,164.35,1.5633333333333335,167.91,150.0,0.06,1.0833333333333333,78.82666666666665,,,0.07,0.58,0.0,0.75,,2.6,3.6,1.2,,0.02,1.87,0.69,,0.01,0.01,,0.23,3.33,0.01,0.88,0.02,0.14,,0.05,0.04,,,,,,,,,,,,,,,,,,,,
490,"Ovo, de galinha, inteiro, frito",Ovos e derivados,Sim,Sim,,63.49733333333334,240.1872240091165,1004.9433452541435,15.616666666666667,18.592666666666666,516.2636666666667,1.1936666666666627,,1.0996666666666668,72.88733333333333,16.250333333333334,0.034333333333333334,422.41066666666666,2.0966666666666667,166.11233333333334,184.00700000000003,0.038666666666666676,1.4613333333333334,93.89333333333332,,,0.06333333333333334,0.31666666666666665,0.0,0.0,0.0,4.1163333333333325,5.727000000000001,4.913333333333332,,0.03,2.945,1.0513333333333332,0.015,0.03,0.015,,0.22799999999999998,5.449000000000001,0.035,4.343,0.332,0.17366666666666664,,,0.034666666666666665,0.015,,,,,,,,,,,,,,,,,,,
491,"Achocolatado, pó",Produtos açucarados,Sim,Sim,,1.1033333333333335,401.02,1677.86768,4.203333333333333,2.1666666666666665,0.0,91.17666666666666,3.89,1.35,44.40333333333333,76.74333333333334,0.5506666666666666,199.96666666666667,5.36,64.78666666666668,496.45,0.56,1.04,795.85,,,1.38,1.02,1.5233333333333334,4.986666666666667,0.0,1.1,0.6,0.3,0.0,0.02,0.51,0.55,0.02,0.01,0.0,,0.01,0.62,,0.29,0.03,,,,,0.01,,,,,,,,,,,,,,,,,,,
492,"Açúcar, cristal",Produtos açucarados,Sim,,,0.05,386.84572399999996,1619.208,0.32,0.0,,99.61,,0.0,7.586666666666667,1.0066666666666668,,0.0,0.16333333333333333,0.0,2.56,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,"Açúcar, mascavo",Produtos açucarados,Sim,,,3.3240000000000003,368.55482252438867,1542.0333774420424,0.7583333333333333,0.09200000000000001,,94.45,,1.3756666666666666,126.529,79.94666666666667,2.026,38.16,8.303666666666667,25.203999999999997,521.6266666666667,0.17133333333333334,0.47766666666666663,,,,0.0,0.03,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,"Açúcar, refinado",Produtos açucarados,Sim,,,0.12,386.5748239999999,1617.4290636159997,0.32,0.0,,99.54,,0.0,3.5,0.5466666666666667,,0.0,0.10666666666666667,12.16,6.353333333333334,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495,"Chocolate, ao leite",Produtos açucarados,Sim,Sim,,1.2566666666666666,539.5866666666667,2257.6306133333337,7.22,30.26666666666667,16.5175,59.576666666666675,2.17,1.68,191.19,57.1,0.30266666666666664,212.11333333333334,1.5766666666666669,77.1,354.5133333333333,0.3133333333333333,1.0633333333333332,0.0,,,0.05,0.21666666666666667,0.59,0.63,0.0,17.5,10.0,0.9,0.09,0.34,7.46,9.12,0.26,0.03,,,0.14,9.75,0.06,0.91,0.03,,,,,0.17,0.1,,,,,,,,,,,,,,,,,,
496,"Chocolate, ao leite, com castanha do Pará",Produtos açucarados,Sim,Sim,,1.2143333333333333,558.8763333333334,2338.3385786666668,7.4125,34.191,15.501333333333333,55.37683333333334,2.458,1.8053333333333335,171.23266666666666,79.566,0.36366666666666664,302.522,1.471,64.05,430.9156666666666,0.452,1.304,36.15333333333333,,,0.04,0.24333333333333332,0.0,1.366666666666667,1.42,14.1,9.3,3.2,0.1,0.33,6.24,6.73,0.2,0.04,0.02,,0.09,9.14,,3.09,0.07,,,,,0.2,,,,,,,,,,,,,,,,,,,
497,"Chocolate, ao leite, dietético",Produtos açucarados,Sim,Sim,,1.732,556.8243333333334,2329.753010666667,6.897916666666666,33.771,12.960333333333333,56.32341666666667,2.8466666666666662,1.2756666666666667,187.88566666666665,67.20633333333332,0.4066666666666667,276.471,3.310666666666666,84.70833333333333,458.40166666666664,0.42533333333333334,1.1156666666666668,7.036666666666666,,,0.30666666666666664,0.25,0.0,0.79,2.046666666666667,19.2,11.4,1.5,0.06,0.22,8.08,10.29,0.31,0.06,0.03,,0.1,11.32,,1.41,0.1,,,,,0.18,,,,,,,,,,,,,,,,,,,
